order_id,product_id,quantity,unit_price
1282,3,3,2499
1282,20,2,849
1282,19,2,999
1282,9,2,699
1283,19,1,999
1284,3,3,2499
1284,6,1,4999
1284,14,1,799
1284,4,1,1299
1285,17,1,749
1286,5,2,2999
1286,11,1,2799
1286,8,1,999
1287,5,3,2999
1288,8,3,999
1288,14,2,799
1289,1,2,1999
1289,7,3,3299
1289,12,1,1499
1289,13,3,2999
1290,8,2,999
1290,17,2,749
1291,5,3,2999
1292,10,2,1599
1292,18,2,699
1292,11,3,2799
1293,16,1,899
1293,11,3,2799
1294,9,3,699
1294,20,3,849
1294,10,1,1599
1295,7,3,3299
1295,11,2,2799
1295,17,2,749
1296,10,3,1599
1296,7,3,3299
1297,4,3,1299
1297,10,1,1599
1298,12,3,1499
1298,8,2,999
1298,13,3,2999
1298,16,2,899
1299,13,3,2999
1300,18,3,699
1300,19,2,999
1300,9,1,699
1300,17,2,749
1301,13,1,2999
1301,11,1,2799
1301,4,2,1299
1301,5,1,2999
1302,4,1,1299
1302,14,1,799
1303,10,1,1599
1303,14,1,799
1303,8,3,999
1304,1,3,1999
1304,18,2,699
1305,6,1,4999
1306,14,1,799
1306,8,2,999
1307,8,3,999
1308,4,2,1299
1308,3,3,2499
1309,18,2,699
1310,17,2,749
1310,13,1,2999
1310,15,3,3199
1310,7,1,3299
1311,13,3,2999
1311,9,2,699
1311,8,1,999
1312,3,3,2499
1312,15,1,3199
1313,15,2,3199
1313,14,2,799
1313,3,1,2499
1313,19,2,999
1314,2,2,3499
1314,13,1,2999
1315,9,1,699
1316,6,2,4999
1316,8,1,999
1316,14,3,799
1317,10,2,1599
1317,18,2,699
1318,4,2,1299
1319,5,1,2999
1319,18,1,699
1320,13,1,2999
1321,19,1,999
1321,9,2,699
1321,15,1,3199
1322,13,1,2999
1323,17,3,749
1323,15,3,3199
1323,20,3,849
1323,12,3,1499
1324,2,1,3499
1324,7,3,3299
1325,12,2,1499
1325,1,1,1999
1325,11,1,2799
1326,10,1,1599
1326,13,1,2999
1327,15,1,3199
1327,12,2,1499
1327,7,1,3299
1327,20,1,849
1328,14,3,799
1328,3,3,2499
1328,10,2,1599
1328,12,1,1499
1329,1,1,1999
1329,4,3,1299
1330,1,2,1999
1330,15,3,3199
1330,13,2,2999
1331,15,2,3199
1332,5,2,2999
1333,3,2,2499
1333,13,2,2999
1334,19,2,999
1334,7,3,3299
1334,14,3,799
1334,5,2,2999
1335,3,3,2499
1335,8,2,999
1335,15,1,3199
1335,6,1,4999
1336,11,3,2799
1336,17,3,749
1336,5,3,2999
1337,1,2,1999
1337,14,2,799
1338,9,3,699
1338,4,1,1299
1338,5,1,2999
1339,14,3,799
1339,13,2,2999
1339,20,2,849
1340,11,1,2799
1341,11,2,2799
1342,13,1,2999
1342,14,2,799
1343,19,1,999
1343,13,1,2999
1343,3,1,2499
1344,2,2,3499
1344,1,1,1999
1345,19,1,999
1345,3,2,2499
1345,2,2,3499
1346,6,2,4999
1346,13,1,2999
1347,5,3,2999
1347,3,2,2499
1347,15,1,3199
1348,13,2,2999
1349,13,2,2999
1349,14,3,799
1349,8,2,999
1350,2,3,3499
1351,10,2,1599
1352,7,2,3299
1352,16,1,899
1352,2,2,3499
1353,6,3,4999
1353,16,2,899
1353,15,2,3199
1353,13,1,2999
1354,1,2,1999
1354,6,2,4999
1355,17,2,749
1355,16,1,899
1356,20,1,849
1356,12,1,1499
1356,11,2,2799
1357,17,3,749
1357,13,3,2999
1357,20,3,849
1358,18,2,699
1358,15,2,3199
1358,2,1,3499
1359,20,3,849
1359,19,1,999
1359,8,2,999
1359,11,2,2799
1360,13,3,2999
1360,9,1,699
1360,1,1,1999
1361,9,3,699
1362,20,3,849
1362,2,1,3499
1362,16,3,899
1363,6,1,4999
1363,18,3,699
1363,7,2,3299
1364,9,3,699
1364,6,2,4999
1365,4,3,1299
1365,10,3,1599
1365,19,3,999
1366,6,2,4999
1366,4,1,1299
1366,15,3,3199
1367,3,2,2499
1367,12,1,1499
1367,20,2,849
1368,3,1,2499
1369,12,2,1499
1369,1,1,1999
1369,11,3,2799
1369,13,2,2999
1370,8,3,999
1371,7,2,3299
1371,2,1,3499
1371,19,1,999
1372,1,1,1999
1372,11,1,2799
1372,15,3,3199
1372,3,3,2499
1373,4,1,1299
1373,2,2,3499
1373,11,3,2799
1374,9,1,699
1374,13,2,2999
1375,10,1,1599
1375,14,2,799
1375,1,2,1999
1376,12,1,1499
1377,19,3,999
1377,7,1,3299
1378,18,3,699
1379,2,3,3499
1379,10,2,1599
1379,14,2,799
1379,3,3,2499
1380,2,3,3499
1380,16,1,899
1380,12,2,1499
1380,13,1,2999
1381,19,3,999
1381,4,1,1299
1382,14,3,799
1382,1,3,1999
1383,14,1,799
1384,19,1,999
1384,14,3,799
1384,10,1,1599
1384,9,3,699
1385,19,3,999
1385,7,1,3299
1385,9,3,699
1385,5,3,2999
1386,3,3,2499
1387,7,3,3299
1388,5,2,2999
1388,4,2,1299
1389,5,2,2999
1389,7,2,3299
1390,1,1,1999
1390,14,1,799
1390,15,1,3199
1391,10,1,1599
1391,9,2,699
1392,10,1,1599
1392,8,3,999
1392,15,2,3199
1393,1,3,1999
1393,8,2,999
1394,9,3,699
1395,13,3,2999
1395,1,1,1999
1395,3,1,2499
1396,16,1,899
1396,17,1,749
1397,1,1,1999
1397,16,1,899
1397,7,3,3299
1398,20,2,849
1398,19,2,999
1398,12,3,1499
1398,4,1,1299
1399,16,3,899
1399,8,1,999
1399,14,3,799
1400,15,3,3199
1400,14,3,799
1401,7,2,3299
1401,20,1,849
1402,7,3,3299
1402,3,1,2499
1402,11,1,2799
1402,8,2,999
1403,18,2,699
1403,6,1,4999
1403,1,2,1999
1404,1,2,1999
1404,14,2,799
1404,12,3,1499
1405,7,1,3299
1405,6,3,4999
1405,19,1,999
1406,2,1,3499
1406,15,1,3199
1406,8,3,999
1406,5,3,2999
1407,6,2,4999
1408,4,1,1299
1408,3,1,2499
1408,6,2,4999
1408,7,1,3299
1409,15,3,3199
1409,6,3,4999
1409,18,1,699
1410,20,1,849
1410,7,2,3299
1410,1,2,1999
1411,2,3,3499
1411,8,3,999
1412,2,1,3499
1412,17,3,749
1413,8,3,999
1414,11,1,2799
1414,18,1,699
1414,5,2,2999
1415,20,1,849
1415,15,2,3199
1416,11,1,2799
1416,1,1,1999
1416,2,3,3499
1417,3,3,2499
1418,2,2,3499
1418,1,2,1999
1418,5,2,2999
1419,18,1,699
1420,5,1,2999
1421,17,2,749
1422,8,3,999
1422,13,2,2999
1422,12,1,1499
1423,8,2,999
1424,12,2,1499
1425,2,2,3499
1425,14,3,799
1425,7,3,3299
1425,8,3,999
1426,5,1,2999
1426,3,2,2499
1427,18,3,699
1428,16,2,899
1428,8,3,999
1428,17,1,749
1428,7,3,3299
1429,13,3,2999
1429,10,1,1599
1430,10,2,1599
1430,6,3,4999
1430,1,1,1999
1430,8,2,999
1431,15,1,3199
1432,10,2,1599
1432,2,1,3499
1432,6,3,4999
1433,3,2,2499
1434,8,3,999
1435,9,3,699
1435,11,1,2799
1436,2,2,3499
1436,10,1,1599
1436,20,1,849
1437,19,2,999
1437,11,3,2799
1437,4,1,1299
1438,4,1,1299
1438,18,3,699
1438,2,1,3499
1438,7,3,3299
1439,2,1,3499
1439,14,3,799
1440,4,3,1299
1440,15,3,3199
1440,17,3,749
1440,14,1,799
1441,14,1,799
1441,4,3,1299
1441,18,3,699
1442,9,1,699
1442,10,3,1599
1442,4,3,1299
1442,14,1,799
1443,10,3,1599
1444,4,1,1299
1444,18,1,699
1444,10,2,1599
1445,6,1,4999
1445,20,3,849
1446,11,1,2799
1446,14,2,799
1446,3,1,2499
1447,1,2,1999
1447,11,2,2799
1447,8,2,999
1448,14,1,799
1448,1,1,1999
1449,1,2,1999
1450,7,2,3299
1450,9,2,699
1451,16,3,899
1452,17,2,749
1452,9,3,699
1453,7,2,3299
1453,11,3,2799
1453,10,3,1599
1453,8,3,999
1454,20,1,849
1454,4,3,1299
1454,2,2,3499
1455,10,2,1599
1456,13,3,2999
1456,19,3,999
1457,3,3,2499
1457,17,2,749
1457,10,3,1599
1457,5,2,2999
1458,17,2,749
1459,6,1,4999
1460,14,3,799
1461,14,3,799
1461,1,1,1999
1461,15,2,3199
1461,6,3,4999
1462,8,3,999
1462,17,3,749
1462,5,1,2999
1463,5,3,2999
1464,19,2,999
1464,12,3,1499
1464,18,2,699
1464,5,1,2999
1465,7,1,3299
1466,7,2,3299
1466,17,3,749
1467,8,2,999
1467,19,3,999
1468,1,3,1999
1469,13,3,2999
1470,1,2,1999
1470,2,3,3499
1470,3,1,2499
1471,2,1,3499
1471,15,3,3199
1471,14,3,799
1472,2,1,3499
1472,12,3,1499
1473,13,3,2999
1473,6,2,4999
1473,2,1,3499
1474,18,1,699
1475,9,1,699
1476,7,1,3299
1476,15,1,3199
1477,15,3,3199
1478,20,1,849
1479,5,3,2999
1479,15,3,3199
1479,16,2,899
1480,10,3,1599
1480,9,1,699
1480,2,3,3499
1481,14,2,799
1482,13,2,2999
1483,6,1,4999
1483,3,1,2499
1484,7,2,3299
1485,20,1,849
1485,15,3,3199
1485,8,1,999
1485,14,1,799
1486,8,3,999
1486,19,1,999
1486,15,2,3199
1487,15,2,3199
1488,1,1,1999
1488,12,2,1499
1489,11,2,2799
1489,6,3,4999
1489,3,3,2499
1490,13,3,2999
1490,19,1,999
1490,5,3,2999
1491,20,1,849
1491,2,2,3499
1491,18,3,699
1491,9,3,699
1492,11,1,2799
1493,17,2,749
1493,10,3,1599
1493,5,2,2999
1494,12,3,1499
1494,15,2,3199
1494,18,1,699
1495,15,3,3199
1495,13,3,2999
1495,16,1,899
1495,7,1,3299
1496,16,3,899
1496,18,1,699
1496,20,3,849
1496,13,3,2999
1497,16,3,899
1497,2,3,3499
1498,12,3,1499
1498,2,2,3499
1499,15,1,3199
1499,19,3,999
1499,2,1,3499
1500,12,1,1499
1500,9,3,699
1500,19,2,999
1501,6,3,4999
1501,8,3,999
1501,5,3,2999
1502,11,2,2799
1503,18,3,699
1503,11,2,2799
1504,8,3,999
1504,11,3,2799
1505,12,3,1499
1505,20,2,849
1505,1,2,1999
1505,16,3,899
1506,9,1,699
1506,8,2,999
1506,1,3,1999
1507,4,2,1299
1508,19,1,999
1508,8,1,999
1508,9,2,699
1509,11,2,2799
1510,16,2,899
1510,17,2,749
1510,4,2,1299
1510,8,1,999
1511,10,1,1599
1512,19,3,999
1513,1,1,1999
1513,9,3,699
1513,12,3,1499
1513,5,3,2999
1514,2,2,3499
1514,11,3,2799
1514,17,2,749
1514,14,2,799
1515,9,3,699
1515,18,3,699
1515,11,2,2799
1516,10,1,1599
1516,4,3,1299
1517,5,2,2999
1518,4,2,1299
1518,11,1,2799
1519,14,3,799
1519,18,1,699
1520,13,2,2999
1520,19,3,999
1520,16,1,899
1520,5,2,2999
1521,5,2,2999
1522,6,1,4999
1522,18,3,699
1523,1,3,1999
1523,10,1,1599
1524,9,3,699
1524,16,3,899
1524,6,2,4999
1524,7,2,3299
1525,15,1,3199
1526,18,1,699
1526,9,2,699
1526,16,1,899
1527,13,2,2999
1527,18,1,699
1527,8,3,999
1527,4,1,1299
1528,7,3,3299
1528,15,3,3199
1529,6,3,4999
1529,20,3,849
1529,5,3,2999
1530,19,1,999
1530,3,3,2499
1530,10,3,1599
1531,19,1,999
1531,18,2,699
1532,16,2,899
1532,8,1,999
1532,6,1,4999
1532,13,3,2999
1533,6,2,4999
1534,3,1,2499
1534,6,3,4999
1534,2,3,3499
1534,11,2,2799
1535,5,3,2999
1535,19,1,999
1535,18,1,699
1536,2,1,3499
1536,18,1,699
1536,7,2,3299
1536,6,3,4999
1537,12,2,1499
1537,7,1,3299
1537,20,1,849
1537,17,3,749
1538,10,3,1599
1538,8,1,999
1538,13,3,2999
1539,19,1,999
1539,3,1,2499
1540,3,2,2499
1541,20,1,849
1542,3,1,2499
1542,4,3,1299
1542,5,1,2999
1542,13,3,2999
1543,14,1,799
1543,15,3,3199
1543,5,3,2999
1543,2,3,3499
1544,2,3,3499
1544,4,3,1299
1545,8,2,999
1545,7,3,3299
1545,19,1,999
1545,2,2,3499
1546,10,2,1599
1546,17,1,749
1546,4,1,1299
1546,5,1,2999
1547,11,3,2799
1547,1,3,1999
1548,19,1,999
1549,7,3,3299
1550,4,1,1299
1551,18,2,699
1551,12,1,1499
1551,13,1,2999
1552,5,2,2999
1553,18,2,699
1553,16,1,899
1554,14,2,799
1555,11,2,2799
1556,10,1,1599
1556,2,1,3499
1557,12,2,1499
1557,14,2,799
1557,10,3,1599
1557,3,3,2499
1558,4,2,1299
1558,5,1,2999
1558,9,1,699
1558,15,1,3199
1559,1,3,1999
1559,14,1,799
1560,17,3,749
1560,2,1,3499
1560,18,3,699
1560,1,3,1999
1561,11,3,2799
1562,4,3,1299
1562,8,1,999
1562,2,2,3499
1562,15,1,3199
1563,13,1,2999
1563,6,3,4999
1564,15,3,3199
1564,14,2,799
1564,19,2,999
1565,20,1,849
1565,13,2,2999
1566,12,3,1499
1567,2,1,3499
1568,3,1,2499
1569,2,3,3499
1569,1,1,1999
1569,9,3,699
1570,19,1,999
1570,1,3,1999
1570,11,3,2799
1571,19,2,999
1572,3,2,2499
1572,7,3,3299
1573,4,1,1299
1573,14,1,799
1573,13,1,2999
1574,8,2,999
1574,20,2,849
1574,6,1,4999
1575,20,2,849
1576,1,2,1999
1576,7,1,3299
1577,2,1,3499
1577,6,3,4999
1577,1,1,1999
1577,9,1,699
1578,5,1,2999
1578,4,3,1299
1578,3,3,2499
1578,15,3,3199
1579,9,1,699
1579,10,1,1599
1579,18,2,699
1579,5,2,2999
1580,15,1,3199
1580,1,1,1999
1580,18,1,699
1581,6,1,4999
1582,6,3,4999
1583,15,3,3199
1583,13,3,2999
1584,9,1,699
1585,6,2,4999
1585,16,3,899
1586,15,3,3199
1587,10,3,1599
1587,13,2,2999
1587,19,3,999
1587,8,2,999
1588,1,1,1999
1588,5,2,2999
1588,18,1,699
1588,11,1,2799
1589,1,3,1999
1589,17,1,749
1590,14,1,799
1591,14,1,799
1592,12,1,1499
1592,6,3,4999
1593,11,1,2799
1594,13,2,2999
1595,4,2,1299
1595,20,3,849
1595,14,1,799
1596,16,3,899
1597,18,3,699
1598,15,2,3199
1599,13,2,2999
1599,20,3,849
1600,20,3,849
1600,18,2,699
1600,15,3,3199
1600,10,2,1599
1601,4,1,1299
1602,12,2,1499
1602,8,1,999
1602,13,1,2999
1602,2,2,3499
1603,7,2,3299
1603,14,3,799
1603,11,3,2799
1603,8,1,999
1604,13,2,2999
1605,5,3,2999
1605,10,2,1599
1605,17,1,749
1606,14,2,799
1606,16,2,899
1606,20,2,849
1606,2,1,3499
1607,18,2,699
1607,1,2,1999
1607,15,1,3199
1608,12,2,1499
1608,9,2,699
1609,4,2,1299
1610,14,1,799
1611,16,1,899
1611,20,2,849
1611,10,3,1599
1611,13,1,2999
1612,3,2,2499
1613,18,1,699
1614,18,1,699
1614,5,3,2999
1614,7,3,3299
1614,3,2,2499
1615,9,1,699
1615,6,3,4999
1615,14,1,799
1615,3,1,2499
1616,8,3,999
1616,14,3,799
1616,12,3,1499
1617,12,3,1499
1617,9,1,699
1618,9,1,699
1618,12,1,1499
1618,20,3,849
1619,11,1,2799
1619,5,1,2999
1619,7,1,3299
1619,3,1,2499
1620,20,2,849
1620,3,1,2499
1620,15,1,3199
1620,18,3,699
1621,6,3,4999
1621,3,1,2499
1621,16,3,899
1621,12,3,1499
1622,11,2,2799
1622,7,3,3299
1622,2,1,3499
1623,8,1,999
1623,10,3,1599
1623,1,3,1999
1624,17,2,749
1624,3,1,2499
1624,14,2,799
1625,2,3,3499
1625,18,1,699
1625,7,2,3299
1625,12,3,1499
1626,8,3,999
1626,4,2,1299
1626,5,3,2999
1627,19,3,999
1627,17,3,749
1627,20,1,849
1627,5,2,2999
1628,9,2,699
1629,9,1,699
1629,6,3,4999
1629,20,3,849
1629,5,1,2999
1630,5,1,2999
1631,6,3,4999
1631,17,1,749
1632,4,1,1299
1633,15,1,3199
1633,14,1,799
1633,13,3,2999
1633,4,3,1299
1634,1,3,1999
1635,2,2,3499
1635,8,2,999
1635,18,3,699
1636,14,1,799
1636,18,2,699
1636,5,2,2999
1637,1,2,1999
1637,15,1,3199
1638,15,3,3199
1638,3,1,2499
1638,11,2,2799
1638,1,2,1999
1639,12,3,1499
1639,10,1,1599
1639,3,2,2499
1639,18,1,699
1640,20,3,849
1640,16,3,899
1640,2,1,3499
1641,10,1,1599
1641,18,2,699
1642,1,3,1999
1642,17,3,749
1642,8,3,999
1642,14,3,799
1643,20,2,849
1643,3,3,2499
1643,12,2,1499
1643,1,1,1999
1644,20,1,849
1645,15,1,3199
1645,17,2,749
1645,18,1,699
1646,15,2,3199
1647,3,2,2499
1647,5,2,2999
1647,16,3,899
1648,9,3,699
1648,3,3,2499
1649,5,2,2999
1649,16,3,899
1650,9,3,699
1650,5,2,2999
1650,4,3,1299
1651,1,1,1999
1651,19,1,999
1652,3,3,2499
1653,15,1,3199
1654,9,1,699
1654,1,2,1999
1654,2,3,3499
1655,3,2,2499
1655,5,1,2999
1656,12,3,1499
1657,15,3,3199
1657,4,1,1299
1658,8,3,999
1658,15,1,3199
1658,2,1,3499
1659,1,2,1999
1660,10,3,1599
1660,8,3,999
1660,5,2,2999
1661,5,2,2999
1661,9,1,699
1661,19,2,999
1662,18,3,699
1662,3,1,2499
1662,7,1,3299
1663,8,2,999
1663,6,1,4999
1663,3,3,2499
1663,15,2,3199
1664,17,3,749
1664,2,2,3499
1664,13,1,2999
1664,9,3,699
1665,10,1,1599
1665,18,3,699
1665,17,2,749
1666,13,1,2999
1666,5,2,2999
1666,18,2,699
1667,12,1,1499
1667,15,2,3199
1667,11,2,2799
1667,20,1,849
1668,11,2,2799
1668,4,3,1299
1668,2,3,3499
1669,3,1,2499
1670,5,2,2999
1671,6,2,4999
1671,1,3,1999
1672,6,1,4999
1673,2,2,3499
1673,1,3,1999
1673,6,1,4999
1674,12,2,1499
1674,19,2,999
1675,15,3,3199
1676,1,1,1999
1676,8,1,999
1676,3,2,2499
1677,1,2,1999
1678,3,2,2499
1678,20,3,849
1678,18,3,699
1679,12,3,1499
1679,8,3,999
1679,20,2,849
1680,16,2,899
1680,19,3,999
1680,1,2,1999
1680,18,3,699
1681,2,3,3499
1681,8,2,999
1681,16,3,899
1682,19,1,999
1682,12,1,1499
1682,8,2,999
1683,6,1,4999
1683,12,1,1499
1684,10,2,1599
1684,4,3,1299
1685,8,2,999
1685,20,2,849
1686,2,3,3499
1686,12,3,1499
1686,8,3,999
1686,1,2,1999
1687,13,2,2999
1688,11,3,2799
1688,15,3,3199
1688,20,3,849
1689,10,1,1599
1689,6,1,4999
1689,13,2,2999
1689,2,3,3499
1690,17,2,749
1690,6,2,4999
1690,3,2,2499
1691,6,1,4999
1691,8,1,999
1691,18,1,699
1692,3,3,2499
1692,12,1,1499
1693,19,1,999
1693,4,1,1299
1693,14,3,799
1694,19,2,999
1695,13,3,2999
1696,18,3,699
1696,7,1,3299
1696,3,3,2499
1696,13,3,2999
1697,4,3,1299
1698,18,3,699
1698,7,2,3299
1699,9,1,699
1700,17,1,749
1700,4,2,1299
1701,1,1,1999
1701,5,3,2999
1702,15,2,3199
1702,16,1,899
1703,14,2,799
1704,12,3,1499
1705,19,1,999
1705,4,1,1299
1705,18,3,699
1705,8,1,999
1706,16,2,899
1707,4,2,1299
1707,1,1,1999
1708,19,1,999
1708,3,1,2499
1709,14,1,799
1709,13,2,2999
1709,15,1,3199
1710,12,3,1499
1710,2,2,3499
1710,10,2,1599
1711,20,3,849
1711,7,2,3299
1711,8,2,999
1712,5,2,2999
1712,6,1,4999
1713,5,2,2999
1713,11,3,2799
1713,18,1,699
1713,19,1,999
1714,20,2,849
1715,9,1,699
1715,8,1,999
1715,7,3,3299
1715,11,2,2799
1716,8,2,999
1716,20,1,849
1717,13,2,2999
1717,1,2,1999
1717,12,3,1499
1717,9,2,699
1718,11,1,2799
1718,7,2,3299
1718,12,2,1499
1719,3,1,2499
1719,14,1,799
1719,7,1,3299
1719,9,2,699
1720,20,1,849
1720,10,2,1599
1720,17,1,749
1721,10,1,1599
1721,15,1,3199
1721,6,2,4999
1721,4,2,1299
1722,4,3,1299
1722,10,3,1599
1722,2,3,3499
1722,9,1,699
1723,7,3,3299
1723,2,2,3499
1723,15,1,3199
1724,16,3,899
1725,3,1,2499
1725,18,1,699
1725,9,2,699
1725,11,3,2799
1726,2,3,3499
1726,4,1,1299
1726,16,3,899
1726,7,3,3299
1727,15,2,3199
1727,20,1,849
1728,15,1,3199
1728,1,2,1999
1729,18,2,699
1729,3,3,2499
1729,1,3,1999
1729,12,3,1499
1730,5,2,2999
1730,3,1,2499
1731,8,1,999
1731,19,2,999
1731,4,3,1299
1732,20,3,849
1732,12,2,1499
1732,19,1,999
1732,5,3,2999
1733,8,3,999
1733,12,2,1499
1733,5,3,2999
1733,19,3,999
1734,8,1,999
1734,7,2,3299
1734,17,2,749
1734,6,2,4999
1735,17,2,749
1736,17,1,749
1737,13,1,2999
1737,2,1,3499
1738,18,3,699
1738,20,1,849
1739,18,2,699
1739,9,1,699
1739,13,2,2999
1740,5,3,2999
1740,6,3,4999
1741,18,3,699
1741,19,3,999
1741,5,3,2999
1742,20,1,849
1742,11,2,2799
1743,4,3,1299
1744,1,3,1999
1744,16,2,899
1745,5,1,2999
1745,1,2,1999
1745,3,1,2499
1746,12,3,1499
1746,13,2,2999
1746,3,2,2499
1746,11,1,2799
1747,12,1,1499
1748,11,1,2799
1748,14,3,799
1748,9,3,699
1749,15,2,3199
1749,18,1,699
1749,16,1,899
1750,6,1,4999
1750,1,1,1999
1750,3,3,2499
1750,16,3,899
1751,20,2,849
1751,13,1,2999
1751,15,3,3199
1751,18,3,699
1752,3,1,2499
1752,6,2,4999
1753,18,3,699
1753,14,1,799
1753,12,3,1499
1753,8,3,999
1754,11,3,2799
1754,10,3,1599
1754,7,3,3299
1754,1,3,1999
1755,19,1,999
1756,10,2,1599
1756,19,2,999
1756,15,1,3199
1757,10,2,1599
1757,18,2,699
1757,14,2,799
1758,7,3,3299
1758,13,1,2999
1758,12,2,1499
1758,14,2,799
1759,16,1,899
1759,7,3,3299
1760,3,3,2499
1760,4,3,1299
1760,12,2,1499
1760,5,1,2999
1761,6,2,4999
1762,14,1,799
1762,10,1,1599
1763,20,2,849
1763,13,2,2999
1763,12,3,1499
1764,10,1,1599
1764,9,2,699
1765,9,3,699
1765,20,2,849
1766,5,1,2999
1766,8,3,999
1767,19,3,999
1767,18,3,699
1768,5,2,2999
1768,2,1,3499
1768,6,2,4999
1768,4,2,1299
1769,12,1,1499
1769,11,1,2799
1769,16,1,899
1769,5,1,2999
1770,3,1,2499
1770,5,1,2999
1770,8,3,999
1770,2,2,3499
1771,13,3,2999
1771,12,3,1499
1771,17,2,749
1772,18,2,699
1773,18,2,699
1773,10,3,1599
1773,7,2,3299
1774,2,1,3499
1774,7,1,3299
1774,10,2,1599
1775,6,1,4999
1775,9,3,699
1775,14,1,799
1776,17,1,749
1776,13,3,2999
1776,18,3,699
1776,1,2,1999
1777,5,3,2999
1778,2,1,3499
1778,10,2,1599
1779,18,2,699
1779,9,2,699
1780,7,3,3299
1780,5,1,2999
1781,19,1,999
1781,4,1,1299
1781,7,1,3299
1781,18,1,699
1782,14,2,799
1783,11,1,2799
1783,8,2,999
1783,2,3,3499
1784,16,1,899
1784,6,1,4999
1784,8,2,999
1785,3,2,2499
1786,15,3,3199
1787,16,1,899
1787,11,3,2799
1787,9,3,699
1787,14,1,799
1788,5,3,2999
1788,16,1,899
1788,20,1,849
1788,11,1,2799
1789,18,3,699
1789,10,3,1599
1789,9,1,699
1789,17,1,749
1790,4,1,1299
1790,5,1,2999
1791,18,3,699
1791,14,1,799
1791,2,2,3499
1792,20,2,849
1792,5,1,2999
1793,4,1,1299
1793,16,1,899
1793,20,1,849
1794,6,2,4999
1794,20,1,849
1794,1,1,1999
1794,12,1,1499
1795,7,1,3299
1795,20,2,849
1795,1,2,1999
1795,19,2,999
1796,1,1,1999
1796,9,1,699
1796,15,1,3199
1797,20,2,849
1798,14,2,799
1798,7,1,3299
1798,6,2,4999
1798,11,1,2799
1799,1,1,1999
1799,14,2,799
1800,19,3,999
1800,6,2,4999
1800,5,1,2999
1801,11,1,2799
1801,19,2,999
1801,13,1,2999
1802,6,2,4999
1802,2,1,3499
1802,14,2,799
1803,4,3,1299
1803,7,1,3299
1803,19,1,999
1804,3,1,2499
1804,20,1,849
1805,12,3,1499
1806,1,3,1999
1806,4,2,1299
1806,19,2,999
1807,2,2,3499
1808,8,3,999
1808,11,2,2799
1808,17,3,749
1808,19,2,999
1809,5,1,2999
1809,7,3,3299
1809,10,1,1599
1809,6,3,4999
1810,3,1,2499
1810,2,3,3499
1810,10,2,1599
1811,3,2,2499
1812,19,3,999
1812,17,1,749
1812,4,3,1299
1813,14,3,799
1813,20,1,849
1813,1,1,1999
1813,6,1,4999
1814,7,3,3299
1814,4,1,1299
1814,1,2,1999
1814,11,1,2799
1815,12,3,1499
1816,2,2,3499
1817,8,3,999
1817,20,3,849
1817,6,2,4999
1817,7,3,3299
1818,17,2,749
1819,8,2,999
1820,17,1,749
1820,6,1,4999
1821,12,2,1499
1821,6,3,4999
1822,13,2,2999
1823,19,3,999
1823,6,3,4999
1823,1,3,1999
1824,14,3,799
1824,4,1,1299
1824,15,2,3199
1824,17,3,749
1825,12,3,1499
1825,16,3,899
1825,6,1,4999
1826,6,2,4999
1826,12,2,1499
1826,4,1,1299
1826,5,2,2999
1827,20,3,849
1827,9,2,699
1828,15,2,3199
1829,3,2,2499
1829,15,1,3199
1829,13,3,2999
1830,9,2,699
1830,18,2,699
1830,12,1,1499
1830,10,3,1599
1831,8,3,999
1831,10,2,1599
1831,15,1,3199
1831,17,2,749
1832,9,2,699
1833,1,1,1999
1833,11,1,2799
1833,6,2,4999
1833,4,1,1299
1834,1,3,1999
1835,1,3,1999
1835,18,3,699
1836,18,3,699
1836,20,3,849
1836,8,3,999
1837,1,2,1999
1837,5,2,2999
1838,13,1,2999
1838,4,2,1299
1838,12,2,1499
1838,7,2,3299
1839,14,3,799
1839,15,2,3199
1839,2,3,3499
1840,1,1,1999
1841,10,1,1599
1841,20,3,849
1841,9,3,699
1842,12,2,1499
1842,6,1,4999
1842,10,1,1599
1842,2,1,3499
1843,11,1,2799
1843,14,1,799
1844,15,2,3199
1844,1,2,1999
1844,9,2,699
1845,20,2,849
1845,8,1,999
1845,14,1,799
1846,10,3,1599
1846,11,2,2799
1847,13,3,2999
1847,5,1,2999
1848,15,1,3199
1848,16,2,899
1849,18,3,699
1849,11,2,2799
1849,19,1,999
1850,11,2,2799
1850,4,1,1299
1851,2,2,3499
1852,9,2,699
1853,12,2,1499
1853,5,2,2999
1854,19,2,999
1854,15,2,3199
1854,7,3,3299
1855,8,1,999
1856,8,3,999
1856,17,1,749
1857,12,1,1499
1858,6,1,4999
1858,11,1,2799
1858,3,2,2499
1858,19,3,999
1859,16,1,899
1859,17,1,749
1860,7,2,3299
1860,10,1,1599
1860,9,3,699
1860,13,2,2999
1861,10,1,1599
1862,14,3,799
1862,9,3,699
1862,11,3,2799
1862,2,3,3499
1863,16,3,899
1863,8,1,999
1863,1,3,1999
1864,17,3,749
1864,10,2,1599
1864,19,2,999
1864,6,2,4999
1865,19,3,999
1865,12,2,1499
1865,15,2,3199
1865,6,2,4999
1866,19,1,999
1867,5,2,2999
1868,15,1,3199
1869,9,1,699
1870,3,1,2499
1871,3,3,2499
1872,1,3,1999
1873,12,2,1499
1874,12,3,1499
1874,3,3,2499
1875,11,1,2799
