order_id,payment_method,amount,payment_status
866,Debit Card,3998,Paid
867,Credit Card,5436.6,Paid
868,Net Banking,2697.3,Paid
869,Debit Card,5605.75,Paid
870,UPI,6160.5,Paid
871,Net Banking,4998,Paid
872,Net Banking,14032.8,Paid
873,UPI,1999,Paid
874,Debit Card,23791,Refunded
875,Net Banking,1267.3,Paid
876,Cash on Delivery,20290,Paid
877,Debit Card,11092,Refunded
878,UPI,5847,Refunded
879,Cash on Delivery,2632.45,Paid
880,Net Banking,1945.6,Paid
881,Credit Card,14591,Paid
882,UPI,3039.05,Paid
883,Net Banking,6495,Paid
884,Debit Card,15990,Paid
885,UPI,7844,Paid
886,Credit Card,743.05,Paid
887,Debit Card,8545.25,Paid
888,Net Banking,12747.45,Paid
889,Net Banking,15995,Paid
890,Cash on Delivery,14997,Paid
891,Debit Card,1868.3,Paid
892,Net Banking,4887.75,Paid
893,Cash on Delivery,15292.35,Refunded
894,Credit Card,0,Failed
895,Net Banking,0,Failed
896,Cash on Delivery,12395,Refunded
897,Debit Card,0,Failed
898,Cash on Delivery,13255.75,Refunded
899,UPI,1439.1,Paid
900,Debit Card,10593,Paid
901,Net Banking,0,Failed
902,Debit Card,9854.05,Paid
903,Credit Card,3992.45,Paid
904,Cash on Delivery,0,Failed
905,UPI,7518.25,Paid
906,Cash on Delivery,4457.4,Paid
907,UPI,10795.5,Paid
908,Debit Card,8397,Refunded
909,UPI,2547.45,Paid
910,Cash on Delivery,0,Failed
911,Credit Card,3846,Paid
912,Debit Card,0,Failed
913,Credit Card,878,Refunded
914,Cash on Delivery,0,Failed
915,Cash on Delivery,7494,Paid
916,Debit Card,22692,Paid
917,Net Banking,31339.55,Refunded
918,Cash on Delivery,13693,Refunded
919,Cash on Delivery,8835.75,Paid
920,Net Banking,3866.4,Paid
921,Net Banking,13497.3,Paid
922,Net Banking,10497,Paid
923,Credit Card,9895.5,Paid
924,Net Banking,8895,Paid
925,Credit Card,0,Failed
926,Net Banking,2379.15,Paid
927,UPI,8005.5,Paid
928,Debit Card,0,Failed
929,Cash on Delivery,21753.2,Paid
930,UPI,1898.1,Paid
931,Credit Card,26092,Paid
932,Cash on Delivery,0,Failed
933,Net Banking,0,Failed
934,Net Banking,8412.45,Paid
935,UPI,0,Failed
936,Cash on Delivery,6897,Paid
937,UPI,0,Failed
938,Credit Card,19373.35,Paid
939,Credit Card,4248.3,Paid
940,Credit Card,10635.25,Paid
941,Cash on Delivery,0,Failed
942,Credit Card,2183.1,Paid
943,UPI,15476.45,Refunded
944,UPI,5398.2,Paid
945,Debit Card,13006.45,Refunded
946,Cash on Delivery,5943,Paid
947,Credit Card,0,Failed
948,UPI,8183.7,Refunded
949,Debit Card,11012.4,Refunded
950,UPI,23031.9,Paid
951,Credit Card,0,Failed
952,Credit Card,0,Failed
953,UPI,2097,Paid
954,Net Banking,5011.6,Refunded
955,Credit Card,6739.3,Paid
956,Debit Card,6994,Paid
957,Debit Card,0,Failed
958,Net Banking,5996,Paid
959,Net Banking,14823.15,Paid
960,UPI,0,Failed
961,Cash on Delivery,9354.6,Paid
962,Credit Card,0,Failed
963,Cash on Delivery,4498.2,Paid
964,Debit Card,4678.2,Paid
965,UPI,2699.1,Paid
966,UPI,0,Failed
967,Net Banking,0,Failed
968,UPI,21490,Refunded
969,Credit Card,36989,Refunded
970,Net Banking,0,Failed
971,Net Banking,0,Failed
972,Credit Card,2847.15,Paid
973,UPI,0,Failed
974,Net Banking,18691,Paid
975,UPI,2697,Paid
976,Credit Card,21746.45,Paid
977,Cash on Delivery,1999,Refunded
978,Cash on Delivery,14893,Paid
979,Cash on Delivery,28611.0,Paid
980,Net Banking,0,Failed
981,Net Banking,9792,Paid
982,Credit Card,4047.3,Refunded
983,Net Banking,8795,Paid
984,Debit Card,13994,Refunded
985,UPI,13393,Paid
986,Debit Card,3998,Paid
987,Cash on Delivery,790.55,Refunded
988,Credit Card,11876.4,Refunded
989,UPI,1427.2,Paid
990,Net Banking,10076.4,Paid
991,Cash on Delivery,12641,Paid
992,Credit Card,0,Failed
993,Cash on Delivery,11961.45,Paid
994,Net Banking,11293,Paid
995,Net Banking,14295,Refunded
996,Credit Card,11867.4,Paid
997,Debit Card,0,Failed
998,Net Banking,0,Failed
999,UPI,4499.1,Refunded
1000,Debit Card,10634.3,Refunded
1001,Cash on Delivery,13794,Paid
1002,Debit Card,27491,Paid
1003,Credit Card,4797,Paid
1004,Cash on Delivery,9447.3,Paid
1005,Net Banking,0,Failed
1006,Credit Card,6545,Paid
1007,Cash on Delivery,4032.75,Paid
1008,Credit Card,15294,Refunded
1009,Debit Card,9985.5,Paid
1010,Cash on Delivery,0,Failed
1011,UPI,2846.2,Paid
1012,Net Banking,2848.1,Paid
1013,Cash on Delivery,22292,Paid
1014,Net Banking,7329.6,Paid
1015,Cash on Delivery,978.1,Paid
1016,Cash on Delivery,6998,Paid
1017,UPI,2968.2,Paid
1018,Credit Card,7977.15,Paid
1019,UPI,0,Failed
1020,Debit Card,9998,Paid
1021,UPI,8355.25,Paid
1022,UPI,1998,Refunded
1023,UPI,9396,Paid
1024,Debit Card,14694,Paid
1025,Credit Card,9306.2,Paid
1026,Net Banking,10449.05,Paid
1027,Cash on Delivery,1998,Paid
1028,Cash on Delivery,19792,Paid
1029,Credit Card,13628.7,Paid
1030,Net Banking,0,Failed
1031,Credit Card,3992.45,Paid
1032,Cash on Delivery,0,Failed
1033,Net Banking,2997,Paid
1034,Debit Card,0,Failed
1035,Credit Card,5508.1,Paid
1036,Credit Card,18294,Paid
1037,Net Banking,12660.75,Paid
1038,Net Banking,14528.35,Paid
1039,UPI,14444.05,Paid
1040,Debit Card,3898,Paid
1041,Net Banking,6836.4,Refunded
1042,UPI,15741.9,Paid
1043,UPI,0,Failed
1044,UPI,6834.6,Paid
1045,UPI,13057.75,Refunded
1046,Debit Card,5519.9,Paid
1047,Credit Card,16011.9,Paid
1048,Cash on Delivery,3056.4,Paid
1049,Credit Card,5598,Paid
1050,Net Banking,0,Failed
1051,Cash on Delivery,878,Paid
1052,Net Banking,0,Failed
1053,Debit Card,0,Failed
1054,Credit Card,16291,Paid
1055,Net Banking,11680.7,Paid
1056,Cash on Delivery,18593,Paid
1057,Debit Card,13509.05,Paid
1058,Cash on Delivery,22317.4,Refunded
1059,Credit Card,0,Failed
1060,UPI,12721.45,Paid
1061,Net Banking,3775.5,Refunded
1062,Net Banking,18291,Paid
1063,Cash on Delivery,4246.6,Paid
1064,Credit Card,8397,Paid
1065,Debit Card,8725.5,Paid
1066,Credit Card,8597,Refunded
1067,Credit Card,19091,Refunded
1068,Cash on Delivery,19790,Paid
1069,Net Banking,19566.0,Paid
1070,Debit Card,8998.2,Paid
1071,Net Banking,8397,Paid
1072,Cash on Delivery,17473.35,Paid
1073,Cash on Delivery,2230.6,Paid
1074,Credit Card,15293,Paid
1075,Cash on Delivery,12595,Refunded
1076,Net Banking,0,Failed
1077,Credit Card,0,Failed
1078,Net Banking,5938.2,Refunded
1079,UPI,10256.4,Refunded
1080,Cash on Delivery,5948.3,Paid
1081,Credit Card,4989.6,Refunded
1082,Credit Card,9897,Paid
1083,Cash on Delivery,3696,Paid
1084,Net Banking,6598,Refunded
1085,Cash on Delivery,0,Failed
1086,Cash on Delivery,6657.3,Paid
1087,Cash on Delivery,6155.7,Paid
1088,Debit Card,7600.5,Paid
1089,Cash on Delivery,4368.1,Refunded
1090,Credit Card,7196.4,Paid
1091,Net Banking,4601.8,Paid
1092,Net Banking,16373.7,Paid
1093,Credit Card,5296,Paid
1094,Debit Card,5038.2,Paid
1095,Net Banking,10873.2,Paid
1096,Cash on Delivery,16808.35,Refunded
1097,Credit Card,13095,Paid
1098,Cash on Delivery,0,Failed
1099,Debit Card,0,Failed
1100,Debit Card,8737.15,Paid
1101,Net Banking,2699.1,Paid
1102,Cash on Delivery,0,Failed
1103,UPI,14188.2,Paid
1104,Debit Card,15691,Paid
1105,UPI,13356.9,Paid
1106,Cash on Delivery,13392,Paid
1107,UPI,0,Failed
1108,Credit Card,3512.15,Paid
1109,UPI,8815.5,Paid
1110,Cash on Delivery,12022.4,Paid
1111,Debit Card,2292.45,Paid
1112,Debit Card,1427.2,Paid
1113,Credit Card,11298.35,Paid
1114,Credit Card,15994,Paid
1115,Debit Card,10497,Paid
1116,Credit Card,24291,Paid
1117,UPI,7466.4,Paid
1118,Net Banking,0,Failed
1119,Debit Card,11384.05,Paid
1120,UPI,10194,Paid
1121,Credit Card,1028.05,Paid
1122,Cash on Delivery,5593,Refunded
1123,Credit Card,3299,Paid
1124,Net Banking,5860.75,Paid
1125,Cash on Delivery,9353.7,Paid
1126,UPI,11393,Paid
1127,Cash on Delivery,0,Failed
1128,Cash on Delivery,15099.3,Paid
1129,Credit Card,0,Failed
1130,Credit Card,12747.45,Paid
1131,Cash on Delivery,7556.4,Paid
1132,Debit Card,4757.45,Paid
1133,Net Banking,18533.7,Paid
1134,Net Banking,1998,Paid
1135,UPI,18777.35,Paid
1136,UPI,10823.35,Paid
1137,Cash on Delivery,15719.9,Paid
1138,Cash on Delivery,16378.0,Refunded
1139,Net Banking,10874.9,Paid
1140,Cash on Delivery,2292.45,Paid
1141,Net Banking,7559.05,Refunded
1142,UPI,6429.6,Paid
1143,Debit Card,7309.3,Refunded
1144,Credit Card,24027.4,Paid
1145,Debit Card,23190,Paid
1146,Net Banking,5098.3,Refunded
1147,Credit Card,11545,Paid
1148,Credit Card,18942,Refunded
1149,Cash on Delivery,10919.3,Refunded
1150,Debit Card,2997,Paid
1151,Credit Card,4545,Refunded
1152,Cash on Delivery,0,Failed
1153,Debit Card,4415.75,Refunded
1154,Net Banking,1443.3,Refunded
1155,Cash on Delivery,0,Failed
1156,Debit Card,23391,Paid
1157,Net Banking,9514.05,Refunded
1158,Cash on Delivery,11841,Paid
1159,UPI,4497,Paid
1160,UPI,10896,Refunded
1161,Net Banking,2208.3,Paid
1162,Credit Card,12157.15,Paid
1163,UPI,3513.1,Paid
1164,UPI,800.65,Paid
1165,Debit Card,3598.2,Paid
1166,Debit Card,5996,Paid
1167,UPI,13136.4,Paid
1168,Credit Card,9004.05,Paid
1169,Net Banking,0,Failed
1170,Credit Card,0,Failed
1171,Cash on Delivery,1428.1,Paid
1172,Debit Card,6342,Refunded
1173,Net Banking,6295,Paid
1174,Cash on Delivery,0,Failed
1175,Debit Card,8895,Refunded
1176,UPI,20041,Refunded
1177,Cash on Delivery,6598,Paid
1178,Credit Card,2753.1,Paid
1179,Credit Card,2549.15,Paid
1180,Net Banking,10974.6,Paid
1181,Credit Card,0,Failed
1182,UPI,1248.1,Refunded
1183,UPI,10728.35,Refunded
1184,Credit Card,1477,Paid
1185,Credit Card,978.1,Paid
1186,Credit Card,12871.55,Paid
1187,Credit Card,5698.1,Paid
1188,Debit Card,5998,Refunded
1189,Credit Card,9197,Refunded
1190,Net Banking,3498,Paid
1191,Credit Card,4298,Refunded
1192,Cash on Delivery,10252.8,Paid
1193,Net Banking,0,Failed
1194,Net Banking,4397,Paid
1195,Net Banking,11782.8,Paid
1196,Credit Card,14343,Paid
1197,Net Banking,10093,Paid
1198,Cash on Delivery,15293.7,Refunded
1199,Cash on Delivery,9496.2,Refunded
1200,Credit Card,0,Failed
1201,UPI,0,Failed
1202,Cash on Delivery,10541.2,Paid
1203,Net Banking,20094,Paid
1204,Net Banking,6025.5,Paid
1205,Debit Card,14785.75,Paid
1206,Debit Card,4249.15,Paid
1207,Cash on Delivery,9496.2,Refunded
1208,Debit Card,0,Failed
1209,UPI,5575.5,Paid
1210,Net Banking,0,Failed
1211,Credit Card,16713.35,Paid
1212,UPI,0,Failed
1213,Credit Card,0,Failed
1214,Debit Card,5046,Paid
1215,Credit Card,0,Failed
1216,Debit Card,12056.4,Refunded
1217,Credit Card,19656.0,Paid
1218,Credit Card,19593,Paid
1219,Debit Card,4404.6,Paid
1220,UPI,0,Failed
1221,Net Banking,1698,Refunded
1222,Net Banking,0,Failed
1223,Net Banking,6075.25,Paid
1224,Debit Card,17992,Paid
1225,Credit Card,2397,Paid
1226,Debit Card,10894,Paid
1227,UPI,5455.85,Paid
1228,UPI,0,Failed
1229,Debit Card,6880.85,Paid
1230,Credit Card,7015.5,Paid
1231,Credit Card,6454.05,Paid
1232,Debit Card,9089.05,Paid
1233,Debit Card,0,Failed
1234,Net Banking,4758.3,Paid
1235,UPI,11171.55,Paid
1236,Credit Card,7214.3,Paid
1237,Cash on Delivery,24890,Refunded
1238,UPI,16993,Paid
1239,Debit Card,10256.4,Paid
1240,Net Banking,19893,Paid
1241,UPI,6646.2,Paid
1242,Credit Card,1427.2,Paid
1243,UPI,778,Paid
1244,Credit Card,4398,Paid
1245,Cash on Delivery,13536.9,Paid
1246,UPI,2847.15,Paid
1247,Cash on Delivery,23739.55,Paid
1248,Net Banking,12392.75,Paid
1249,Cash on Delivery,18993,Refunded
1250,Debit Card,14954.05,Paid
1251,Debit Card,9537.3,Paid
1252,Cash on Delivery,5594,Paid
1253,Credit Card,16196,Paid
1254,Debit Card,1477,Paid
1255,Net Banking,23391,Paid
1256,Debit Card,11964.3,Refunded
1257,UPI,12685.5,Paid
1258,Credit Card,27441.0,Paid
1259,Cash on Delivery,10596,Paid
1260,Debit Card,7307.45,Paid
1261,Net Banking,12294.9,Paid
1262,Net Banking,14812.4,Paid
1263,Debit Card,15093,Paid
1264,UPI,8996.4,Paid
1265,UPI,0,Failed
1266,Cash on Delivery,4367.15,Refunded
1267,Credit Card,5995,Paid
1268,UPI,3497,Refunded
1269,Debit Card,5297,Paid
1270,UPI,4498.2,Refunded
1271,Cash on Delivery,10025.75,Paid
1272,Debit Card,0,Failed
1273,Net Banking,8492,Paid
1274,Net Banking,0,Failed
1275,Net Banking,4758.3,Paid
1276,Cash on Delivery,6995,Paid
1277,Debit Card,0,Failed
1278,Credit Card,0,Failed
1279,Debit Card,9497,Refunded
1280,Credit Card,4498,Paid
1281,Net Banking,14339,Paid
1282,Credit Card,0,Failed
1283,Net Banking,1078,Paid
1284,Debit Card,14594,Paid
1285,Cash on Delivery,828,Paid
1286,Net Banking,8816.4,Paid
1287,Cash on Delivery,8997,Paid
1288,Debit Card,4595,Paid
1289,Net Banking,24391,Paid
1290,Net Banking,3496,Refunded
1291,Debit Card,0,Failed
1292,Net Banking,11693.7,Refunded
1293,Debit Card,0,Failed
1294,Debit Card,5930.85,Paid
1295,Cash on Delivery,16143.35,Paid
1296,Cash on Delivery,0,Failed
1297,Cash on Delivery,5496,Paid
1298,Debit Card,14696.5,Refunded
1299,UPI,8097.3,Paid
1300,Net Banking,6292,Paid
1301,UPI,11395,Paid
1302,UPI,1783.3,Paid
1303,Cash on Delivery,4585.75,Refunded
1304,Credit Card,7395,Paid
1305,Cash on Delivery,0,Failed
1306,Credit Card,2377.45,Paid
1307,Net Banking,2847.15,Paid
1308,Net Banking,9085.5,Paid
1309,Net Banking,1477,Paid
1310,Net Banking,14784.05,Paid
1311,Cash on Delivery,10254.6,Paid
1312,Cash on Delivery,0,Failed
1313,Debit Card,11868.35,Paid
1314,UPI,0,Failed
1315,Debit Card,673.15,Refunded
1316,Credit Card,13394,Paid
1317,Credit Card,0,Failed
1318,Cash on Delivery,2598,Paid
1319,Debit Card,3698,Paid
1320,UPI,2999,Paid
1321,Credit Card,0,Failed
1322,Debit Card,2999,Paid
1323,Debit Card,16999.2,Paid
1324,Debit Card,12726.2,Paid
1325,Net Banking,7796,Paid
1326,Credit Card,0,Failed
1327,UPI,10345,Paid
1328,UPI,13131.9,Paid
1329,Debit Card,0,Failed
1330,Cash on Delivery,18613.35,Refunded
1331,Cash on Delivery,0,Failed
1332,Net Banking,5698.1,Refunded
1333,UPI,10996,Paid
1334,UPI,20290,Paid
1335,Debit Card,15923.7,Refunded
1336,Cash on Delivery,0,Failed
1337,Cash on Delivery,5316.2,Paid
1338,Net Banking,6395,Paid
1339,Credit Card,0,Failed
1340,Net Banking,2519.1,Refunded
1341,Debit Card,5598,Paid
1342,Cash on Delivery,4597,Paid
1343,Credit Card,0,Failed
1344,Credit Card,8997,Paid
1345,UPI,12995,Refunded
1346,Cash on Delivery,12347.15,Paid
1347,UPI,0,Failed
1348,Net Banking,5998,Paid
1349,Credit Card,10393,Paid
1350,Credit Card,10497,Paid
1351,Cash on Delivery,3038.1,Refunded
1352,Debit Card,14495,Paid
1353,Net Banking,24882.4,Paid
1354,Net Banking,13996,Refunded
1355,Net Banking,2397,Paid
1356,Credit Card,6754.1,Refunded
1357,Net Banking,13791,Refunded
1358,Cash on Delivery,0,Failed
1359,UPI,10584.9,Paid
1360,Net Banking,0,Failed
1361,Net Banking,1782.45,Paid
1362,Debit Card,7431.55,Refunded
1363,Debit Card,13694,Paid
1364,Net Banking,11490.25,Paid
1365,UPI,11691,Paid
1366,Net Banking,17759.9,Paid
1367,Cash on Delivery,0,Failed
1368,Debit Card,0,Failed
1369,Credit Card,19392,Paid
1370,Cash on Delivery,0,Failed
1371,Debit Card,9431.6,Refunded
1372,UPI,18608.2,Paid
1373,Debit Card,0,Failed
1374,Net Banking,6362.15,Refunded
1375,UPI,7195,Paid
1376,Debit Card,0,Failed
1377,UPI,6296,Paid
1378,Debit Card,0,Failed
1379,Credit Card,22790,Paid
1380,Cash on Delivery,14784.05,Paid
1381,Credit Card,3866.4,Paid
1382,Cash on Delivery,7974.3,Refunded
1383,Net Banking,758.15,Paid
1384,Debit Card,6382.8,Paid
1385,Credit Card,17390,Paid
1386,Credit Card,6747.3,Paid
1387,UPI,0,Failed
1388,Net Banking,7736.4,Paid
1389,Credit Card,12596,Paid
1390,Cash on Delivery,5397.3,Paid
1391,Net Banking,2997,Paid
1392,Net Banking,9894.6,Paid
1393,Credit Card,7195.5,Paid
1394,Cash on Delivery,1992.15,Paid
1395,Debit Card,12820.25,Refunded
1396,Debit Card,0,Failed
1397,Net Banking,0,Failed
1398,Debit Card,9492,Paid
1399,UPI,6093,Paid
1400,UPI,11994,Paid
1401,Debit Card,7447,Paid
1402,Cash on Delivery,14614.05,Paid
1403,UPI,9875.25,Paid
1404,UPI,0,Failed
1405,Credit Card,19295,Paid
1406,Debit Card,18692,Paid
1407,UPI,8998.2,Paid
1408,Credit Card,15385.5,Paid
1409,Net Banking,0,Failed
1410,Cash on Delivery,10300.5,Paid
1411,UPI,11469.9,Refunded
1412,Credit Card,5746,Refunded
1413,UPI,0,Failed
1414,Credit Card,8546.4,Paid
1415,UPI,6159.95,Paid
1416,UPI,15295,Refunded
1417,Net Banking,7497,Refunded
1418,Cash on Delivery,0,Failed
1419,Cash on Delivery,673.15,Paid
1420,Cash on Delivery,0,Failed
1421,UPI,1427.2,Paid
1422,Cash on Delivery,9969.3,Refunded
1423,Debit Card,1998,Paid
1424,Cash on Delivery,2998,Refunded
1425,Cash on Delivery,20060.1,Paid
1426,UPI,7997,Refunded
1427,Debit Card,0,Failed
1428,Net Banking,0,Failed
1429,Cash on Delivery,9006.6,Paid
1430,Net Banking,18863.2,Paid
1431,Debit Card,2879.1,Paid
1432,Debit Card,20609.3,Paid
1433,Debit Card,4498.2,Paid
1434,Debit Card,0,Failed
1435,Cash on Delivery,0,Failed
1436,Credit Card,9446,Refunded
1437,UPI,0,Failed
1438,Net Banking,16792,Paid
1439,UPI,5896,Paid
1440,Credit Card,16540,Paid
1441,Credit Card,6793,Paid
1442,Debit Card,9172.8,Refunded
1443,UPI,4797,Paid
1444,Net Banking,0,Failed
1445,Cash on Delivery,6414.1,Paid
1446,Credit Card,6551.2,Paid
1447,UPI,10434.6,Paid
1448,Cash on Delivery,2798,Refunded
1449,Net Banking,3998,Paid
1450,Net Banking,7996,Paid
1451,Net Banking,0,Failed
1452,UPI,3595,Paid
1453,Credit Card,0,Failed
1454,UPI,10569.6,Refunded
1455,Credit Card,0,Failed
1456,Cash on Delivery,10794.6,Paid
1457,Credit Card,0,Failed
1458,Cash on Delivery,1352.3,Paid
1459,Credit Card,4749.05,Paid
1460,Cash on Delivery,0,Failed
1461,Cash on Delivery,25791,Paid
1462,UPI,7830.85,Refunded
1463,Cash on Delivery,7647.45,Refunded
1464,Net Banking,9258.2,Paid
1465,Net Banking,2804.15,Refunded
1466,UPI,8402.75,Refunded
1467,UPI,0,Failed
1468,Net Banking,5097.45,Paid
1469,UPI,8997,Paid
1470,Debit Card,0,Failed
1471,Cash on Delivery,15493,Paid
1472,Debit Card,7596.2,Refunded
1473,Net Banking,0,Failed
1474,Net Banking,708.1,Paid
1475,Cash on Delivery,0,Failed
1476,Debit Card,6498,Paid
1477,Net Banking,9597,Paid
1478,Net Banking,928,Paid
1479,UPI,0,Failed
1480,UPI,15193.35,Refunded
1481,UPI,1518.1,Paid
1482,UPI,5098.3,Paid
1483,Net Banking,7498,Paid
1484,Net Banking,5608.3,Paid
1485,Credit Card,10407.4,Refunded
1486,Cash on Delivery,8834.9,Paid
1487,Net Banking,6398,Refunded
1488,Credit Card,4247.45,Paid
1489,UPI,26687.4,Paid
1490,UPI,18993,Paid
1491,Debit Card,10234.85,Paid
1492,Credit Card,2379.15,Paid
1493,Cash on Delivery,0,Failed
1494,UPI,10434.6,Paid
1495,Net Banking,0,Failed
1496,Cash on Delivery,13446.0,Paid
1497,Cash on Delivery,0,Failed
1498,Debit Card,11495,Refunded
1499,Debit Card,0,Failed
1500,Cash on Delivery,5034.6,Refunded
1501,Debit Card,0,Failed
1502,Debit Card,5598,Paid
1503,Debit Card,7695,Paid
1504,UPI,10824.3,Paid
1505,UPI,12245.5,Refunded
1506,UPI,7389.9,Refunded
1507,Net Banking,0,Failed
1508,Net Banking,3396,Refunded
1509,UPI,5598,Paid
1510,Cash on Delivery,6893,Paid
1511,Debit Card,1599,Refunded
1512,Cash on Delivery,0,Failed
1513,Net Banking,16710.5,Paid
1514,Credit Card,17566.45,Paid
1515,Debit Card,0,Failed
1516,Debit Card,4946.4,Paid
1517,Credit Card,5698.1,Paid
1518,UPI,5397,Paid
1519,Debit Card,0,Failed
1520,Net Banking,0,Failed
1521,Credit Card,5098.3,Paid
1522,Credit Card,7096,Paid
1523,Net Banking,0,Failed
1524,Cash on Delivery,21390,Paid
1525,Debit Card,3199,Refunded
1526,UPI,2546.6,Refunded
1527,UPI,0,Failed
1528,Cash on Delivery,19494,Paid
1529,Net Banking,26541,Paid
1530,Credit Card,13293,Paid
1531,Debit Card,2037.45,Paid
1532,Debit Card,15953.35,Refunded
1533,Cash on Delivery,8498.3,Paid
1534,Net Banking,28552.35,Paid
1535,UPI,10695,Refunded
1536,Cash on Delivery,23213.7,Paid
1537,Net Banking,0,Failed
1538,Debit Card,12574.05,Paid
1539,Credit Card,2973.3,Paid
1540,Net Banking,4998,Refunded
1541,Cash on Delivery,928,Paid
1542,UPI,18392,Refunded
1543,UPI,29890,Refunded
1544,Net Banking,14394,Paid
1545,Debit Card,0,Failed
1546,UPI,7832.75,Paid
1547,Credit Card,13674.3,Refunded
1548,Debit Card,1028.05,Paid
1549,Cash on Delivery,8412.45,Refunded
1550,UPI,1248.1,Paid
1551,Debit Card,5896,Paid
1552,Net Banking,5998,Paid
1553,Cash on Delivery,2297,Paid
1554,UPI,1358.3,Refunded
1555,Credit Card,5318.1,Paid
1556,UPI,5098,Paid
1557,Debit Card,0,Failed
1558,UPI,8070.75,Paid
1559,Net Banking,6796,Paid
1560,Net Banking,13148.0,Paid
1561,Net Banking,8397,Refunded
1562,Debit Card,15093,Paid
1563,UPI,17996,Paid
1564,Credit Card,13193,Paid
1565,Net Banking,6504.65,Paid
1566,Cash on Delivery,4497,Paid
1567,Net Banking,3324.05,Paid
1568,Net Banking,2499,Paid
1569,UPI,12404.05,Paid
1570,Debit Card,15393,Refunded
1571,Net Banking,0,Failed
1572,UPI,13405.5,Paid
1573,Debit Card,0,Failed
1574,Cash on Delivery,0,Failed
1575,UPI,0,Failed
1576,Net Banking,6202.45,Paid
1577,Cash on Delivery,20134.3,Paid
1578,Debit Card,0,Failed
1579,Cash on Delivery,8239.9,Paid
1580,Cash on Delivery,0,Failed
1581,Cash on Delivery,4499.1,Paid
1582,Cash on Delivery,13497.3,Paid
1583,UPI,16734.6,Paid
1584,Net Banking,673.15,Paid
1585,Cash on Delivery,10790.75,Paid
1586,Credit Card,8637.3,Paid
1587,Debit Card,0,Failed
1588,Cash on Delivery,10920.25,Paid
1589,Cash on Delivery,6408.7,Paid
1590,Net Banking,838.05,Paid
1591,UPI,0,Failed
1592,UPI,14846.4,Paid
1593,UPI,2799,Paid
1594,Credit Card,0,Failed
1595,Debit Card,5944,Paid
1596,UPI,2427.3,Paid
1597,Net Banking,2097,Paid
1598,Cash on Delivery,5758.2,Paid
1599,Cash on Delivery,7690.5,Paid
1600,Debit Card,16740,Paid
1601,Credit Card,1183.15,Refunded
1602,Net Banking,13994,Paid
1603,Cash on Delivery,0,Failed
1604,UPI,0,Failed
1605,Debit Card,0,Failed
1606,Debit Card,8593,Paid
1607,Cash on Delivery,8595,Paid
1608,Credit Card,4396,Paid
1609,Cash on Delivery,2468.1,Paid
1610,UPI,878,Paid
1611,UPI,9353.7,Paid
1612,Debit Card,4248.3,Refunded
1613,Net Banking,778,Paid
1614,UPI,22131.9,Refunded
1615,Credit Card,18994,Refunded
1616,Cash on Delivery,8901.9,Paid
1617,Credit Card,4936.2,Refunded
1618,Debit Card,4270.5,Paid
1619,Debit Card,10436.4,Refunded
1620,Credit Card,9018.35,Refunded
1621,UPI,0,Failed
1622,Cash on Delivery,18044.3,Paid
1623,Cash on Delivery,11793,Paid
1624,Debit Card,0,Failed
1625,Credit Card,18947.35,Paid
1626,Debit Card,12403.2,Paid
1627,Net Banking,0,Failed
1628,Debit Card,1477,Paid
1629,Net Banking,18055.7,Paid
1630,Net Banking,0,Failed
1631,Cash on Delivery,0,Failed
1632,Credit Card,1378,Paid
1633,Cash on Delivery,14358.2,Refunded
1634,Debit Card,5997,Paid
1635,UPI,11093,Paid
1636,Cash on Delivery,7375.5,Paid
1637,Debit Card,7197,Paid
1638,Net Banking,0,Failed
1639,Cash on Delivery,10613.7,Refunded
1640,Cash on Delivery,0,Failed
1641,Cash on Delivery,0,Failed
1642,UPI,11592.3,Paid
1643,Net Banking,13482.4,Refunded
1644,UPI,928,Paid
1645,UPI,5126.2,Refunded
1646,Cash on Delivery,6078.1,Paid
1647,UPI,13693,Paid
1648,Net Banking,8154.9,Refunded
1649,UPI,7390.75,Paid
1650,Debit Card,11392.4,Paid
1651,Net Banking,0,Failed
1652,Credit Card,6747.3,Paid
1653,Credit Card,3199,Paid
1654,Credit Card,12914.9,Paid
1655,Cash on Delivery,7197.3,Paid
1656,UPI,4497,Paid
1657,Credit Card,0,Failed
1658,UPI,9695,Paid
1659,UPI,3798.1,Paid
1660,Cash on Delivery,12412.8,Paid
1661,Cash on Delivery,8695,Paid
1662,Debit Card,7500.25,Paid
1663,Debit Card,0,Failed
1664,Net Banking,12906.9,Paid
1665,Debit Card,5194,Refunded
1666,Net Banking,10395,Refunded
1667,Cash on Delivery,14344,Paid
1668,UPI,0,Failed
1669,Cash on Delivery,2249.1,Paid
1670,Net Banking,5698.1,Refunded
1671,Debit Card,13595.75,Refunded
1672,Credit Card,4999,Paid
1673,Debit Card,0,Failed
1674,Debit Card,4246.6,Refunded
1675,Credit Card,9597,Paid
1676,Cash on Delivery,7596.2,Paid
1677,Credit Card,3798.1,Paid
1678,Credit Card,9642,Paid
1679,UPI,9192,Paid
1680,UPI,10890,Paid
1681,Credit Card,15192,Paid
1682,Net Banking,4046.4,Paid
1683,Credit Card,5848.2,Paid
1684,Credit Card,6740.25,Paid
1685,UPI,3696,Refunded
1686,Debit Card,18690.65,Refunded
1687,Credit Card,5398.2,Paid
1688,Debit Card,18486.9,Paid
